Student Number,Female,socioeconomicstrata_round1,children5years_r1,everhadsex_r1,howmanysexpartners_r1,usedrythm_pregn_r1,usedpill_pregn_r1,usedinjection_pregn_r1,usedIUD_pregn_r1,usedcondom_pregn_r1,usedwithdraw_pregn_r1,usedemergency_pregn_r1,usedother_pregn_r1,rythmsafest_pregnancy_r1,pillsafest_pregnancy_r1,injectionsafest_pregnancy_r1,hygienesafest_pregnancy_r1,condomsafest_pregnancy_r1,withdrawalsafest_pregnancy_r1,emergencypsafest_pregnancy_r1,abstinencesafest_pregnancy_r1,other_pregnancy_r1,whichone_pregnancy_r1,dontknow_pregnancy_r1,peopleathome_r1,motherliveathome_r1,educationmother_r1,fatherliveathome_r1,educationfather_r1,whichone1_r1
930,Female,4,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,6,Yes,Elementary School,Yes,Elementary School,CONDON
931,Male,2,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,4,Yes,College,No,University,CONDON
932,Male,3,Yes,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,,No,6,Yes,High School,Yes,High School,CONDON
933,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,6,Yes,No answer,Yes,College,CONDON
934,Female,1,No answer,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,3,No,High School,No,High School,PROTEGERSE
935,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,4,No,College,Yes,High School,PLANIFICAR
936,Male,Invalid answer,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,4,Yes,High School,I don't have any,No answer,METODOS ANTICONCEPTIVOS
937,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,5,Yes,University,Yes,High School,PASTILLAS ANTICONCEPTIVAS
938,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,3,Yes,High School,I don't have any,No answer,CONDON
939,Female,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,College,PROTEGERSE
940,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,6,Yes,High School,Yes,High School,CONDON
941,Male,I don't know,I don't know,Yes,For the last six months I have not had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,Yes,No,Yes,Yes,Yes,No,No,No,,No,11,Yes,High School,No,None,METODOS ANTICONCEPTIVOS
942,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,6,Yes,College,Yes,College,CONDON
943,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Elementary School,Yes,Elementary School,CONDON
945,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,6,Yes,University,Yes,University,CUIDARSE
946,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,College,PASTILLAS ANTICONCEPTIVAS
950,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
951,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
953,Female,2,I don't know,Yes,1 person,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,5,Yes,No answer,Yes,No answer,CONDON
955,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,No,6,Yes,High School,Yes,Postgraduate,PASTILLAS ANTICONCEPTIVAS
956,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,,No,4,Yes,Elementary School,Yes,College,ABSTENCION
957,Male,2,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,High School,CONDON
959,Female,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,No,4,Yes,College,Yes,High School,CONDON
961,Female,2,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,No,10,Yes,High School,No,University,CONDON
962,Male,3,Yes,Yes,1 person,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,16,Yes,High School,Yes,College,QUE LA PAREJA SE PROTEJA
963,Female,1,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,Yes,6,Yes,High School,Yes,Postgraduate,CONDON
964,Male,1,I don't know,Yes,2-5 people,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,,No,7,Yes,High School,Yes,High School,CONDON
965,Male,2,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,,No,5,Yes,University,Yes,High School,CONDON
966,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,High School,Yes,High School,OPERACION
967,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,Yes,College,No,Postgraduate,CONDON
968,Male,2,No,Yes,1 person,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,No,5,No answer,No answer,No answer,No answer,PROTEGERSE
969,Male,2,I don't know,Yes,1 person,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,University,CONDON
970,Male,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,ABSTENCION
971,Male,I don't know,I don't know,Yes,1 person,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,4,Yes,High School,No,High School,CONDON
972,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,,No,5,Yes,College,Yes,High School,INYECCION
973,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,,No,11,Yes,Elementary School,Yes,Postgraduate,CONDON
974,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,7,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
975,Female,2,I don't know,Yes,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,,No,5,Yes,Postgraduate,No,University,PASTILLAS ANTICONCEPTIVAS
977,Male,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,Yes,High School,Yes,High School,ABSTENCION
978,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,5,Yes,University,Yes,University,ABSTENCION
980,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
981,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
982,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,Yes,5,Yes,University,Yes,University,PROTEGERSE
983,Female,2,No,Yes,1 person,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,5,Yes,Elementary School,Yes,College,CONDON
984,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,University,METODOS ANTICONCEPTIVOS
985,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,9,Yes,Elementary School,Yes,Elementary School,CUIDARSE
986,Male,3,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,No,4,Yes,None,Yes,Elementary School,CONDON
987,Male,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,15,Yes,High School,Yes,University,CONDON
988,Male,2,I don't know,Yes,1 person,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,No,4,Yes,College,Yes,High School,METODOS ANTICONCEPTIVOS
989,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,3,Yes,None,Yes,High School,LIGADURA DE TROMPAS
990,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,6,Yes,University,No,No answer,NO SE
991,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,CONDON
992,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,College,Yes,College,INYECCION
993,Male,2,I don't know,Yes,6-10 people,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,6,Yes,University,Yes,High School,PROTEGERSE
994,Male,3,I don't know,Yes,2-5 people,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,,No,4,Yes,College,Yes,High School,RITMO
995,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Is dead,High School,CUIDARSE
996,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,No,University,No,Postgraduate,CONDON
997,Female,3,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,,No,7,Yes,College,Yes,High School,CONDON
998,Male,4,No answer,No,1 person,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,,No,4,Yes,University,Yes,High School,METODOS ANTICONCEPTIVOS
999,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,5,No,High School,No,High School,METODOS ANTICONCEPTIVOS
1000,Male,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,6,No,High School,No,University,CONDON
1002,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,No,3,Yes,High School,Is dead,University,METODOS ANTICONCEPTIVOS
1003,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,No,4,No answer,University,Yes,University,PASTILLAS ANTICONCEPTIVAS
1004,Male,3,No answer,Yes,1 person,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,5,Yes,University,Yes,University,PASTILLAS ANTICONCEPTIVAS
1005,Female,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,No,8,Yes,University,No,University,CONDON
1006,Male,3,I don't know,Yes,1 person,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1007,Female,1,No,Yes,2-5 people,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Invalid answer,ORINAR INMEDIATAMENTE EN EL MOMENTO QUE LA PAREJA SE HA VENIDO.,No,3,Yes,College,Yes,High School,CONDON
1009,Female,I don't know,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,4,Yes,Postgraduate,Yes,High School,CONDON
1010,Male,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,No,11,Yes,High School,Yes,No answer,INYECCION
1011,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,5,Yes,University,Yes,Postgraduate,CONDON
1012,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,11,No answer,No answer,No answer,No answer,CONDON
1013,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,No,7,Yes,High School,I don't have any,None,CONDON
1014,Male,I don't know,I don't know,Yes,I don't know,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,6,No,University,No,No answer,CONDON
1015,Female,4,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,6,Yes,High School,Yes,College,CONDON
1016,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,No,6,Yes,High School,Yes,College,LIGADURA DE TROMPAS
1017,Female,I don't know,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,,No,10,Yes,Postgraduate,Yes,University,CONDON
1018,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,College,Yes,University,INYECCION
1019,Female,2,Yes,No,I have never had sexual relations,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,,No answer,4,Yes,High School,Yes,High School,CONDON
1020,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,7,Yes,High School,No,Postgraduate,IMPLANTE SUBDERMIDO
1022,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,4,Yes,Postgraduate,Yes,High School,PROTEGERSE
1023,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,,No,6,Yes,High School,Yes,Elementary School,CUIDARSE
1024,Female,1,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,5,Yes,College,Yes,Postgraduate,CUIDARSE
1025,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,NO TENER RELACIONES,No,5,No,None,No,None,METODOS ANTICONCEPTIVOS
1026,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,6,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1027,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,3,Yes,High School,Yes,High School,ABSTENCION
1028,Male,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,6,No answer,No answer,No answer,No answer,PROTEGERSE
1029,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,6,Yes,University,No,University,PASTILLAS ANTICONCEPTIVAS
1031,Male,2,Yes,No,For the last six months I have not had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,Elementary School,Yes,High School,CONDON
1032,Male,No answer,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,3,Yes,College,Yes,College,PROTEGERSE
1034,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,7,Yes,High School,Yes,High School,NO SE
1035,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,University,Yes,Postgraduate,CONDON
1036,Male,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,Postgraduate,Yes,Postgraduate,CONDON
1037,Female,2,Yes,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,3,No answer,No answer,No answer,No answer,CONDON
1038,Female,I don't know,No,Yes,1 person,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No,No,Yes,No,Yes,No,No,Yes,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
1040,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,2,Yes,High School,Yes,High School,METODOS ANTICONCEPTIVOS
1041,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,4,Yes,High School,Yes,High School,METODOS ANTICONCEPTIVOS
1042,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,College,Yes,College,CONDON
1043,Male,2,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,7,Yes,No answer,No,No answer,PASTILLAS ANTICONCEPTIVAS
1044,Female,2,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,,No,5,Yes,High School,Yes,High School,ABSTENCION
1045,Male,2,I don't know,Yes,2-5 people,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,No answer,No answer,No answer,No answer,PROTEGERSE
1046,Male,I don't know,No answer,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,5,No answer,No answer,No answer,No answer,CONDON
1047,Male,4,No answer,Yes,1 person,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,No,University,Yes,Postgraduate,NO SE
1048,Male,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,4,Yes,High School,Yes,High School,NO SE
1049,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,No,4,Yes,Elementary School,Yes,Elementary School,CONDON
1051,Female,1,No answer,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,6,Yes,High School,Yes,High School,CONDON
1052,Female,No answer,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,5,Yes,University,Yes,High School,INYECCION
1053,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,No,7,Yes,High School,Yes,Elementary School,PASTILLAS ANTICONCEPTIVAS
1054,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,7,Yes,Postgraduate,No,High School,CONDON
1055,Female,4,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,6,No,University,No,University,METODOS ANTICONCEPTIVOS
1056,Female,4,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,,No,8,Yes,High School,No,No answer,CONDON
1058,Female,3,No,Yes,For the last six months I have not had sexual relations,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,3,Yes,College,Yes,Postgraduate,CUIDARSE
1059,Female,1,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,High School,Yes,Postgraduate,PILDORA DE EMERGENCIA
1060,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,No,3,Yes,College,No,High School,PASTILLAS ANTICONCEPTIVAS
1061,Male,3,I don't know,Yes,1 person,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,No,4,Yes,University,Yes,High School,CONDON
1062,Female,I don't know,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,No,7,Yes,Postgraduate,Yes,Postgraduate,ABSTENCION
1063,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,No,4,Yes,University,No,University,CONDON
1064,Male,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,7,Yes,University,Yes,High School,CONDON
1065,Female,2,No,Yes,1 person,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,,No,4,No,No answer,Yes,High School,METODOS ANTICONCEPTIVOS
1066,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,,No,5,Yes,University,No,Postgraduate,METODOS ANTICONCEPTIVOS
1067,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,No,6,Yes,University,Yes,University,CONDON
1068,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,,Yes,6,Yes,High School,Yes,Postgraduate,METODOS ANTICONCEPTIVOS
1070,Female,2,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,College,ABSTENCION
1071,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,No,5,Yes,High School,Yes,High School,CONDON
1072,Female,I don't know,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,,No,4,Yes,High School,Yes,High School,PASTILLAS ANTICONCEPTIVAS
1073,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,No,5,Yes,Elementary School,Yes,High School,CUIDARSE
1074,Female,2,No answer,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,4,Yes,None,Yes,None,ABSTENCION
1075,Female,3,I don't know,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,,No,4,Yes,Elementary School,Yes,University,CONDON
1076,Female,1,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,4,Yes,University,Yes,High School,CONDON
1078,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,5,Yes,College,Yes,High School,CONDON
1079,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,,No,5,Yes,University,No,University,INYECCION
1081,Female,3,No,No,I have never had sexual relations,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,,No,8,No answer,No answer,No answer,No answer,CONDON
1082,Female,3,No,Yes,1 person,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,No,7,Invalid answer,University,Yes,University,ABSTENCION
